0.000,0.455
0.004,0.460
0.008,0.450
0.012,0.425
0.016,0.435
0.020,0.455
0.024,0.490
0.028,0.500
0.032,0.485
0.036,0.500
0.040,0.495
0.044,0.500
0.048,0.500
0.052,0.515
0.056,0.530
0.060,0.560
0.064,0.570
0.068,0.560
0.072,0.535
0.076,0.535
0.080,0.535
0.084,0.525
0.088,0.510
0.092,0.500
0.096,0.500
0.100,0.490
0.104,0.485
0.108,0.465
0.112,0.460
0.116,0.450
0.120,0.445
0.124,0.440
0.128,0.435
0.132,0.440
0.136,0.445
0.140,0.475
0.144,0.495
0.148,0.500
0.152,0.500
0.156,0.480
0.160,0.450
0.164,0.430
0.168,0.430
0.172,0.445
0.176,0.495
0.180,0.630
0.184,0.880
0.188,1.290
0.192,1.770
0.196,2.190
0.200,2.415
0.204,2.320
0.208,1.985
0.212,1.535
0.216,1.085
0.220,0.750
0.224,0.580
0.228,0.520
0.232,0.525
0.236,0.525
0.240,0.515
0.244,0.490
0.248,0.475
0.252,0.465
0.256,0.450
0.260,0.455
0.264,0.455
0.268,0.465
0.272,0.480
0.276,0.475
0.280,0.490
0.284,0.475
0.288,0.455
0.292,0.460
0.296,0.465
0.300,0.475
0.304,0.475
0.308,0.460
0.312,0.485
0.316,0.485
0.320,0.485
0.324,0.485
0.328,0.495
0.332,0.495
0.336,0.495
0.340,0.495
0.344,0.495
0.348,0.490
0.352,0.485
0.356,0.500
0.360,0.515
0.364,0.530
0.368,0.515
0.372,0.540
0.376,0.555
0.380,0.570
0.384,0.580
0.388,0.595
0.392,0.575
0.396,0.585
0.400,0.600
0.404,0.620
0.408,0.650
0.412,0.665
0.416,0.695
0.420,0.710
0.424,0.725
0.428,0.730
0.432,0.730
0.436,0.750
0.440,0.760
0.444,0.765
0.448,0.755
0.452,0.760
0.456,0.770
0.460,0.775
0.464,0.770
0.468,0.760
0.472,0.755
0.476,0.735
0.480,0.710
0.484,0.685
0.488,0.660
0.492,0.620
0.496,0.600
0.500,0.570
0.504,0.555
0.508,0.540
0.512,0.530
0.516,0.520
0.520,0.505
0.524,0.500
0.528,0.500
0.532,0.495
0.536,0.485
0.540,0.495
0.544,0.485
0.548,0.485
0.552,0.490
0.556,0.465
0.560,0.485
0.564,0.485
0.568,0.490
0.572,0.480
0.576,0.475
0.580,0.475
0.584,0.490
0.588,0.475
0.592,0.460
0.596,0.455
0.600,0.465
0.604,0.475
0.608,0.485
0.612,0.480
0.616,0.480
0.620,0.485
0.624,0.490
0.628,0.490
0.632,0.480
0.636,0.465
0.640,0.450
0.644,0.445
0.648,0.450
0.652,0.450
0.656,0.475
0.660,0.465
0.664,0.455
0.668,0.450
0.672,0.450
0.676,0.475
0.680,0.465
0.684,0.480
0.688,0.485
0.692,0.475
0.696,0.490
0.700,0.480
0.704,0.450
0.708,0.465
0.712,0.475
0.716,0.485
0.720,0.485
0.724,0.465
0.728,0.485
0.732,0.475
0.736,0.475
0.740,0.465
0.744,0.465
0.748,0.475
0.752,0.475
0.756,0.475
0.760,0.475
0.764,0.455
0.768,0.450
0.772,0.440
0.776,0.435
0.780,0.430
0.784,0.450
0.788,0.455
0.792,0.465
0.796,0.465
0.800,0.450
0.804,0.445
0.808,0.445
0.812,0.450
0.816,0.455
0.820,0.450
0.824,0.460
0.828,0.455
0.832,0.455
0.836,0.465
0.840,0.465
0.844,0.475
0.848,0.485
0.852,0.490
0.856,0.485
0.860,0.475
0.864,0.475
0.868,0.455
0.872,0.465
0.876,0.465
0.880,0.475
0.884,0.465
0.888,0.455
0.892,0.440
0.896,0.455
0.900,0.475
0.904,0.510
0.908,0.530
0.912,0.535
0.916,0.540
0.920,0.525
0.924,0.500
0.928,0.500
0.932,0.525
0.936,0.560
0.940,0.570
0.944,0.560
0.948,0.540
0.952,0.535
0.956,0.540
0.960,0.540
0.964,0.530
0.968,0.525
0.972,0.515
0.976,0.495
0.980,0.485
0.984,0.465
0.988,0.455
0.992,0.460
0.996,0.450
1.000,0.455
1.004,0.455
1.008,0.465
1.012,0.475
1.016,0.475
1.020,0.450
1.024,0.440
1.028,0.450
1.032,0.455
1.036,0.480
1.040,0.495
1.044,0.495
1.048,0.500
1.052,0.555
1.056,0.670
1.060,0.965
1.064,1.360
1.068,1.850
1.072,2.260
1.076,2.410
1.080,2.250
1.084,1.835
1.088,1.370
1.092,0.935
1.096,0.685
1.100,0.585
1.104,0.560
1.108,0.555
1.112,0.545
1.116,0.525
1.120,0.495
1.124,0.485
1.128,0.480
1.132,0.485
1.136,0.495
1.140,0.485
1.144,0.465
1.148,0.475
1.152,0.480
1.156,0.495
1.160,0.500
1.164,0.510
1.168,0.510
1.172,0.525
1.176,0.515
1.180,0.500
1.184,0.485
1.188,0.455
1.192,0.475
1.196,0.475
1.200,0.485
1.204,0.495
1.208,0.500
1.212,0.520
1.216,0.535
1.220,0.540
1.224,0.530
1.228,0.525
1.232,0.525
1.236,0.525
1.240,0.530
1.244,0.540
1.248,0.540
1.252,0.560
1.256,0.565
1.260,0.580
1.264,0.580
1.268,0.605
1.272,0.610
1.276,0.620
1.280,0.645
1.284,0.660
1.288,0.680
1.292,0.690
1.296,0.705
1.300,0.715
1.304,0.735
1.308,0.760
1.312,0.770
1.316,0.770
1.320,0.775
1.324,0.790
1.328,0.790
1.332,0.785
1.336,0.770
1.340,0.750
1.344,0.735
1.348,0.710
1.352,0.695
1.356,0.680
1.360,0.655
1.364,0.625
1.368,0.605
1.372,0.610
1.376,0.600
1.380,0.580
1.384,0.555
1.388,0.560
1.392,0.555
1.396,0.535
1.400,0.525
1.404,0.505
1.408,0.495
1.412,0.495
1.416,0.460
1.420,0.490
1.424,0.500
1.428,0.515
1.432,0.510
1.436,0.495
1.440,0.495
1.444,0.490
1.448,0.510
1.452,0.510
1.456,0.505
1.460,0.510
1.464,0.515
1.468,0.500
1.472,0.490
1.476,0.485
1.480,0.490
1.484,0.485
1.488,0.480
1.492,0.475
1.496,0.455
1.500,0.450
1.504,0.455
1.508,0.475
1.512,0.490
1.516,0.495
1.520,0.495
1.524,0.495
1.528,0.495
1.532,0.475
1.536,0.455
1.540,0.455
1.544,0.475
1.548,0.475
1.552,0.480
1.556,0.495
1.560,0.495
1.564,0.495
1.568,0.515
1.572,0.515
1.576,0.515
1.580,0.500
1.584,0.475
1.588,0.485
1.592,0.495
1.596,0.505
1.600,0.505
1.604,0.485
1.608,0.500
1.612,0.495
1.616,0.490
1.620,0.465
1.624,0.465
1.628,0.480
1.632,0.480
1.636,0.475
1.640,0.475
1.644,0.455
1.648,0.480
1.652,0.495
1.656,0.490
1.660,0.485
1.664,0.485
1.668,0.485
1.672,0.480
1.676,0.490
1.680,0.490
1.684,0.495
1.688,0.495
1.692,0.495
1.696,0.495
1.700,0.475
1.704,0.475
1.708,0.495
1.712,0.485
1.716,0.510
1.720,0.495
1.724,0.495
1.728,0.485
1.732,0.490
1.736,0.485
1.740,0.485
1.744,0.495
1.748,0.500
1.752,0.515
1.756,0.495
1.760,0.475
1.764,0.465
1.768,0.475
1.772,0.455
1.776,0.480
1.780,0.490
1.784,0.495
1.788,0.495
1.792,0.495
1.796,0.500
1.800,0.500
1.804,0.500
1.808,0.500
1.812,0.490
1.816,0.500
1.820,0.505
1.824,0.515
1.828,0.515
1.832,0.510
1.836,0.525
1.840,0.525
1.844,0.540
1.848,0.545
1.852,0.565
1.856,0.580
1.860,0.580
1.864,0.595
1.868,0.600
1.872,0.600
1.876,0.580
1.880,0.580
1.884,0.585
1.888,0.580
1.892,0.560
1.896,0.540
1.900,0.525
1.904,0.515
1.908,0.510
1.912,0.515
1.916,0.495
1.920,0.495
1.924,0.495
1.928,0.485
1.932,0.490
1.936,0.485
1.940,0.460
1.944,0.490
1.948,0.485
1.952,0.475
1.956,0.465
1.960,0.455
1.964,0.485
1.968,0.495
1.972,0.500
1.976,0.495
1.980,0.505
1.984,0.605
1.988,0.835
1.992,1.230
1.996,1.675
2.000,2.110
2.004,2.380
2.008,2.405
2.012,2.140
2.016,1.715
2.020,1.250
2.024,0.860
2.028,0.655
2.032,0.570
2.036,0.555
2.040,0.545
2.044,0.555
2.048,0.560
2.052,0.540
2.056,0.530
2.060,0.520
2.064,0.500
2.068,0.490
2.072,0.495
2.076,0.495
2.080,0.495
2.084,0.495
2.088,0.500
2.092,0.505
2.096,0.515
2.100,0.505
2.104,0.495
2.108,0.485
2.112,0.495
2.116,0.500
2.120,0.510
2.124,0.510
2.128,0.515
2.132,0.540
2.136,0.555
2.140,0.565
2.144,0.560
2.148,0.535
2.152,0.525
2.156,0.525
2.160,0.535
2.164,0.560
2.168,0.575
2.172,0.575
2.176,0.560
2.180,0.555
2.184,0.570
2.188,0.580
2.192,0.570
2.196,0.570
2.200,0.580
2.204,0.620
2.208,0.645
2.212,0.670
2.216,0.685
2.220,0.690
2.224,0.710
2.228,0.725
2.232,0.735
2.236,0.750
2.240,0.755
2.244,0.780
2.248,0.790
2.252,0.810
2.256,0.815
2.260,0.830
2.264,0.830
2.268,0.820
2.272,0.795
2.276,0.765
2.280,0.725
2.284,0.710
2.288,0.690
2.292,0.695
2.296,0.685
2.300,0.645
2.304,0.620
2.308,0.605
2.312,0.595
2.316,0.565
2.320,0.570
2.324,0.555
2.328,0.555
2.332,0.540
2.336,0.540
2.340,0.560
2.344,0.545
2.348,0.535
2.352,0.525
2.356,0.510
2.360,0.515
2.364,0.525
2.368,0.535
2.372,0.530
2.376,0.530
2.380,0.505
